iter	MultiClass
308	0.01173665006
309	0.01166652203
310	0.01162331132
311	0.01161460434
312	0.01152068498
313	0.01145891698
314	0.01139441615
315	0.01138559204
316	0.01133501155
317	0.01126682823
318	0.01120564637
319	0.01112724022
320	0.01111653286
321	0.01103905135
322	0.01097142201
323	0.01091722317
324	0.01086120562
325	0.0107887021
326	0.01073249235
327	0.0107231746
328	0.01067182318
329	0.01066356914
330	0.01065555578
331	0.01061063302
332	0.01055595765
333	0.0105457596
334	0.01049831889
335	0.01049066968
336	0.01044644325
337	0.01043818575
338	0.01036555157
339	0.01035834882
340	0.01035199342
341	0.01029680299
342	0.01026697816
343	0.01020260907
344	0.01015677079
345	0.01014032846
346	0.01007612006
347	0.01005351448
348	0.01004859872
349	0.01000380565
350	0.009996680112
351	0.009988089709
352	0.00998089844
353	0.009919655077
354	0.009914694775
355	0.009859206666
356	0.009852435177
357	0.009845130189
358	0.009839535649
359	0.009781608915
360	0.009776311881
361	0.009720331247
362	0.009654283917
363	0.009615230889
364	0.009571989031
365	0.009540336627
366	0.009499504664
367	0.009469311874
368	0.009414777223
369	0.009365433179
370	0.009331044385
371	0.009295306772
372	0.009254197961
373	0.009248093595
374	0.009241210678
375	0.009207609173
376	0.009158698385
377	0.009152743027
378	0.009146883139
379	0.009104671887
380	0.009098902356
381	0.009094421115
382	0.009049295903
383	0.00902821789
384	0.00902220678
385	0.009015324687
386	0.008983108481
387	0.008979170747
388	0.008932952971
389	0.008894728926
390	0.008860635728
391	0.008855486956
392	0.008814958009
393	0.008810435076
394	0.008776585519
395	0.00871675973
396	0.008681750285
397	0.008678208214
398	0.008616251662
399	0.008612524502
400	0.008557700897
401	0.008543184621
402	0.008515941695
403	0.00849763394
404	0.008452424856
405	0.008404112992
406	0.008362114937
407	0.00831841674
408	0.008292518634
409	0.008287224823
410	0.008248031229
411	0.008244428408
412	0.008240213078
413	0.00820837486
414	0.00817728176
415	0.008151134199
416	0.008117316825
417	0.008087925893
418	0.008053897454
419	0.008021176845
420	0.008017176628
421	0.007990755464
422	0.007986276234
423	0.00795141417
424	0.007928496885
425	0.007925233294
426	0.007920085509
427	0.007892799162
428	0.007867808192
429	0.007828302797
430	0.007805550799
431	0.007785676384
432	0.007782142514
433	0.007744753624
434	0.007711869054
435	0.007707055933
436	0.007681072413
437	0.007633057092
438	0.007602792563
439	0.007568495391
440	0.00756482892
441	0.007539353901
442	0.007535865763
443	0.007513649327
444	0.007509440174
445	0.007469547406
446	0.007435672384
447	0.007408109811
448	0.007402634089
449	0.007378009322
450	0.007354624603
451	0.007320354667
452	0.007315577825
453	0.00728686093
454	0.007265023975
455	0.007233547454
456	0.007199546494
457	0.007195635809
458	0.007191676342
459	0.007187670444
460	0.007185039736
461	0.007181462127
462	0.007176993822
463	0.007172824916
464	0.007148449022
465	0.007125228123
466	0.007122088884
467	0.007106651295
468	0.007088005598
469	0.007085542306
470	0.007082512944
471	0.007055234249
472	0.007025591995
473	0.007021723667
474	0.006997960868
475	0.006995620682
476	0.006939312121
477	0.006922623118
478	0.006909741897
479	0.006890082441
480	0.006886311075
481	0.006856259533
482	0.006821938005
483	0.006803678
484	0.006801063247
485	0.006765509934
486	0.006744796805
487	0.006715773559
488	0.006678293266
489	0.006643328276
490	0.006625435918
491	0.00660158133
492	0.006598541661
493	0.006569755413
494	0.00654356315
495	0.006520065831
496	0.006509449644
497	0.006492511321
498	0.006490115369
499	0.006472733134
500	0.006458516645
501	0.006455881247
502	0.006453179003
503	0.006428450952
504	0.006425392629
505	0.006422411829
506	0.00639821127
507	0.006381323006
508	0.006377903094
509	0.006349046835
510	0.006346257857
511	0.006316853674
512	0.006291839412
513	0.006273250147
514	0.006270467092
515	0.006267444487
516	0.006245739925
517	0.00622346113
518	0.006200462621
519	0.00618145686
520	0.006179109101
521	0.00616328604
522	0.006150197613
523	0.006131346677
524	0.006114030179
525	0.006095263454
526	0.006083605083
527	0.006080031106
528	0.00604611404
529	0.006043959533
530	0.006041743358
531	0.006027004301
532	0.005997793809
533	0.005995612581
534	0.005975903643
535	0.005973568216
536	0.005943308406
537	0.0059299182
538	0.005927982298
539	0.005926047757
540	0.005923630526
541	0.005921846684
542	0.00590301146
543	0.005901341596
544	0.005899250016
545	0.005896848394
546	0.005890017422
547	0.005887667717
548	0.005874115754
549	0.005858598683
550	0.005839296687
551	0.00583684406
552	0.005808615629
553	0.005806777066
554	0.005788510196
555	0.005786454305
556	0.005784262395
557	0.005774205138
558	0.005771764005
559	0.005754573659
560	0.005743308397
561	0.005741821252
562	0.005725203434
563	0.005723539505
564	0.005720926397
565	0.005702586122
566	0.005683500258
567	0.005656013015
568	0.005646184661
569	0.005631092326
570	0.005621855632
571	0.005619518927
572	0.005607732045
573	0.005605475527
574	0.005595580835
575	0.005583182711
576	0.005560929111
577	0.005540014718
578	0.005521312159
579	0.005508414346
580	0.005485764434
581	0.005469857581
582	0.005467088493
583	0.005465058325
584	0.005463424514
585	0.005449089615
586	0.005435509077
587	0.005433013687
588	0.005412548164
589	0.005410962368
590	0.005389642588
591	0.005374608408
592	0.005372914445
593	0.005361604337
594	0.005352881928
595	0.005350986395
596	0.005348104118
597	0.005335310834
598	0.005325583458
599	0.005311000132
600	0.005308706042
601	0.00530649498
602	0.005304673137
603	0.005283619294
604	0.005268785051
605	0.005246689382
606	0.005244570598
607	0.005234297015
608	0.005216219542
609	0.005213912991
610	0.005212273169
611	0.005210298828
612	0.005197868552
613	0.005185498003
614	0.005171266397
615	0.005169340631
616	0.00515627798
617	0.005155052308
618	0.005144696037
619	0.005142774405
620	0.005141438603
621	0.005118483165
622	0.005117076115
623	0.005100112169
624	0.005098359294
625	0.005084918397
626	0.005083383448
627	0.005066281153
628	0.005052572481
629	0.005031628015
630	0.005017630511
631	0.005005354463
632	0.005003650101
633	0.004992405103
634	0.004978013385
635	0.004976052469
636	0.00496180777
637	0.004951147693
638	0.004949811373
639	0.004932273845
640	0.004927831458
641	0.004919193378
642	0.004917573955
643	0.004905057758
644	0.00490319254
645	0.004892924709
646	0.004880867335
647	0.004869860232
648	0.004868776753
649	0.004867205626
650	0.004856121017
651	0.004854480937
652	0.004852903225
653	0.004851737947
654	0.00483505635
655	0.00483352445
656	0.004832405716
657	0.00483118093
658	0.004816864637
659	0.004815926651
660	0.004805391418
661	0.004787494188
662	0.004773108531
663	0.004771714523
664	0.004770759252
665	0.004768782014
666	0.00475941911
667	0.004750401211
668	0.004734523419
669	0.004733276539
670	0.004732195291
671	0.004710950976
672	0.004702961463
673	0.00469047953
674	0.004672254065
675	0.004670840366
676	0.004659700927
677	0.004658487167
678	0.00465648798
679	0.004645105134
680	0.004632320018
681	0.004620156903
682	0.004618633879
683	0.004607484224
684	0.004600418815
685	0.004588765471
686	0.004587289709
687	0.004586092147
688	0.004584985773
689	0.004572652691
690	0.004561022453
691	0.004559897977
692	0.004548088774
693	0.004546927951
694	0.004545530152
695	0.004534391785
696	0.004520348331
697	0.004514790397
698	0.004499430283
699	0.004498074682
700	0.00448731811
701	0.00447640771
702	0.004467815445
703	0.004455143862
704	0.004453878414
705	0.004446681548
706	0.004435459234
707	0.004434245044
708	0.004416429551
709	0.004409763374
710	0.004408125573
711	0.004401460095
712	0.004392806311
713	0.004383813038
714	0.004382513838
715	0.004371962168
716	0.004367811489
717	0.004355057187
718	0.004353918312
719	0.00435302855
720	0.004351699126
721	0.004342476529
722	0.004341294663
723	0.004340071043
724	0.004327853008
725	0.004316425199
726	0.004309510556
727	0.004293180503
728	0.004284592224
729	0.004280725491
730	0.004270968414
731	0.004256772379
732	0.004244543503
733	0.004231918251
734	0.004230504663
735	0.004229406864
736	0.004228361612
737	0.004227152008
738	0.004214972379
739	0.004213764592
740	0.004203991045
741	0.004203027713
742	0.004193053578
743	0.004182336827
744	0.004170137586
745	0.004162907852
746	0.004158021022
747	0.004156793043
748	0.00414847048
749	0.004135738667
750	0.004134716577
751	0.004133606117
752	0.004121450948
753	0.004119798905
754	0.004101702495
755	0.004094227553
756	0.004084013482
757	0.004076646379
758	0.004067037518
759	0.004060766348
760	0.004050941008
761	0.004040610237
762	0.004033180849
763	0.004022403679
764	0.00402133882
765	0.004007715036
766	0.003998260364
767	0.003990707096
768	0.003989359316
769	0.00398018411
770	0.003967538617
771	0.003960638224
772	0.003959252468
773	0.003951658327
774	0.003950526567
775	0.003940897652
776	0.003931173448
777	0.003922701072
778	0.003910559977
779	0.003904482652
780	0.003903019513
781	0.003892485571
782	0.003880754232
783	0.003874371774
784	0.003873352536
785	0.003872118347
786	0.003864952523
787	0.003864160705
788	0.003863173436
789	0.003862339908
790	0.003855005684
791	0.003845871013
792	0.003844622665
793	0.003843666891
794	0.003833075259
795	0.003825751407
796	0.003825022551
797	0.003824049542
798	0.003817800677
799	0.003812846322
800	0.003811907133
801	0.00380701189
802	0.003801543126
803	0.003796798328
804	0.003784445026
805	0.003783522968
806	0.003782551798
807	0.003775196779
808	0.00376964715
809	0.00376125677
810	0.003755650173
811	0.003748451588
812	0.003747462646
813	0.00374643086
814	0.003745233937
815	0.00373876592
816	0.003731066772
817	0.00373010881
818	0.003722458371
819	0.00372170058
820	0.003710465237
821	0.003704158984
822	0.003696597506
823	0.003690863216
824	0.003684073058
825	0.003683158766
826	0.00367517937
827	0.003668869579
828	0.003668187688
829	0.003661002746
830	0.003657121619
831	0.003656136149
832	0.00364468519
833	0.003635840099
834	0.003634881373
835	0.003630531017
836	0.003630016755
837	0.003624807022
838	0.00361795395
839	0.003617266676
840	0.003610128987
841	0.00360224906
842	0.003601407113
843	0.003594984536
844	0.003594231977
845	0.003593227391
846	0.003584650759
847	0.003579670301
848	0.003571181307
849	0.003570626269
850	0.003569938356
851	0.003569245747
852	0.003563206023
853	0.003562627119
854	0.003561855274
855	0.003561245371
856	0.003556658832
857	0.003546490634
858	0.003539880491
859	0.00353267615
860	0.003531939214
861	0.003531025462
862	0.003530369789
863	0.003524643879
864	0.0035145391
865	0.003505612008
866	0.003497298429
867	0.003489366107
868	0.003488514251
869	0.00348778626
870	0.003483558362
871	0.003482925834
872	0.003471541127
873	0.00347081443
874	0.003464298808
875	0.00346370941
876	0.00345662199
877	0.003448741235
878	0.003448112375
879	0.003442401121
880	0.003436102019
881	0.003430716501
882	0.003430102466
883	0.00342035851
884	0.003413566452
885	0.003413072493
886	0.003402658348
887	0.00339629688
888	0.00339199915
889	0.003385872546
890	0.003377060542
891	0.003376192553
892	0.003371022333
893	0.003365311098
894	0.003360357767
895	0.003351001654
896	0.003345311219
897	0.003340796219
898	0.00333293641
899	0.003322826112
900	0.003318485456
901	0.003314640187
902	0.003310130388
903	0.003306272459
904	0.003297573019
905	0.003296966649
906	0.003291656171
907	0.003287456308
908	0.003280872738
909	0.003275546901
910	0.00327201323
911	0.003271283676
912	0.003270469819
913	0.003266440332
914	0.003259778663
915	0.003256132827
916	0.003249701699
917	0.003242678251
918	0.003242136283
919	0.003236370066
920	0.003229657515
921	0.003227393807
922	0.00322285927
923	0.003222064015
924	0.003217920913
925	0.00321191574
926	0.003211417063
927	0.003207239597
928	0.003206382935
929	0.003205615895
930	0.003205087338
931	0.003204275037
932	0.003203444109
933	0.003197404222
934	0.003196666139
935	0.003191583072
936	0.003187785942
937	0.003187028116
938	0.003180988415
939	0.003180511334
940	0.003174968671
941	0.003166471018
942	0.003165996346
943	0.003162339284
944	0.003161529968
945	0.003156095775
946	0.00315073635
947	0.003149715011
948	0.003145365538
949	0.003144798928
950	0.003143983321
951	0.003137225237
952	0.00313374848
953	0.003133088137
954	0.003130093873
955	0.003124241677
956	0.0031207979
957	0.003115089952
958	0.003111725709
959	0.003105049646
960	0.003101340831
961	0.003100630336
962	0.003100004003
963	0.003098422065
964	0.00309095418
965	0.003090381525
966	0.003086243058
967	0.003082583994
968	0.003079909731
969	0.003079299239
970	0.003078458416
971	0.003073891654
972	0.003073344615
973	0.003072773516
974	0.003069834508
975	0.003069335509
976	0.00306493902
977	0.003060602064
978	0.00305996224
979	0.003057047836
980	0.003056497999
981	0.003054033824
982	0.003053555002
983	0.003052978105
984	0.003049335505
985	0.003048705273
986	0.0030448097
987	0.00304053398
988	0.003037096437
989	0.003031746786
990	0.003027034001
991	0.003022094111
992	0.003021500789
993	0.003020823545
994	0.003020181442
995	0.003016139747
996	0.003015523868
997	0.003011206316
998	0.003007296371
999	0.002997883316
